"","ID","1","2","3","4","5","6","7"
"1","1",1.68598370906148,1.68402296577728,1.69035625517035,1.68447116476517,1.68707467660606,1.68587675425509,1.68402296577728
"2","3",2.89002636422277,2.8893941004455,2.8902752688636,2.88941218420052,2.88774853462175,2.88962629304156,2.8893941004455
"3","6",2.18044240481191,2.18030188100541,2.17756678036985,2.18026861828556,2.17590510929279,2.17814367715255,2.18030188100541
"4","9",2.84522654200038,2.84386602504158,2.84375157197853,2.84391031644802,2.84244483349732,2.8444489212026,2.84386602504158
"5","12",2.77280034711776,2.77099825671617,2.77357443916065,2.77107667814436,2.77144826478025,2.7726914607436,2.77099825671617
"6","overall_RMSE",3.03912,3.03843,3.03751,3.03854,3.03788,3.03799,3.03843
