"","ID","1","2","3","4","5","6","7"
"1","1",2.20849585130589,2.21363849566612,2.21294299722356,2.21321673301036,2.20999662267358,2.20222599041042,2.21363849566612
"2","3",2.62430291468103,2.63467849185188,2.62766825646427,2.63033318585477,2.62418103320587,2.63134433709564,2.63467849185188
"3","6",2.06906688992321,2.07025377315268,2.0748547612739,2.07266484459232,2.07080530583584,2.07677217779263,2.07025377315268
"4","9",3.07176477223734,3.07374610584591,3.06857644858284,3.06983254837327,3.06900765454939,3.07169393123194,3.07374610584591
"5","12",2.3797492466206,2.38574918660508,2.38179079957274,2.38211291403934,2.37686170734723,2.38363063807795,2.38574918660508
"6","overall_RMSE",2.74162,2.74469,2.7429,2.74314,2.74112,2.74175,2.74469
