"","ID","1","2","3","4","5","6"
"1","1",1.75763458840357,1.75531053857206,1.76136270794791,1.87782386284657,1.92633816300037,1.95689230045979
"2","3",2.91618832611801,2.88951757363557,2.8578871990788,3.06203218900657,3.01272619270438,3.06432865447337
"3","6",2.30654829242235,2.18688424946501,2.14686553837504,2.42383241305128,2.38138645507718,2.44462079377306
"4","9",2.94389592390566,2.86827001063543,2.81017562478988,2.98067042754754,2.89257371014541,2.94764332241613
"5","12",2.79576981766663,2.73764034951321,2.78677779643766,3.0959542144122,3.01009484856185,3.02955866779204
"6","overall_RMSE",3.14975,3.09574,3.01953,3.20233,3.15766,3.18966
