"","ID","1","2","3","4","5","6","7"
"1","1",1.73180799044111,1.7307181088906,1.72682411311823,1.73085903647923,1.73074762587522,1.73215711367818,1.73293511116859
"2","3",2.94130234590572,2.94001816230481,2.93946786048775,2.94027820107352,2.94456042938982,2.94072018983904,2.93827642320443
"3","6",1.79563680025846,1.79288961037044,1.79472149868613,1.79304944044291,1.79115131215496,1.78855335991665,1.79337477436234
"4","9",2.46219996398926,2.4613277469237,2.46396962676539,2.46157134521859,2.46246163687558,2.46017252201425,2.460649666176
"5","12",2.50714722741754,2.5042705127651,2.50509197912288,2.50432921778515,2.50754662101225,2.50426335776443,2.50433044830269
"6","overall_RMSE",2.6281,2.62639,2.62586,2.62652,2.6253,2.62366,2.62753
