"","ID","0.5","0.6","0.7","0.8","0.9","1","1.1","1.2"
"1","1",1.77299127446631,1.76100735708266,1.75172803192621,1.74419788324344,1.73890953418381,1.7328711064541,1.732465801503,1.73349203715249
"2","3",2.73853605219545,2.72997734373878,2.71950248693212,2.70516925958681,2.69246265599023,2.68146722824747,2.66919700672299,2.66299848066071
"3","6",4.12624509577119,4.12511728716417,4.12374833875722,4.12255939714474,4.12486822855261,4.12605705929566,4.12750119063243,4.13740069647966
"4","9",2.24832477455399,2.25866542701941,2.26863697525961,2.28121272233067,2.29731534949778,2.315561895625,2.33292067998574,2.354505807221
"5","12",2.12009681543241,2.11278375603408,2.11056986690661,2.10391951317116,2.10233759770871,2.10917900834761,2.11928839732427,2.13234808665071
"6","overall_RMSE",3.15372,3.15004,3.1462,3.14148,3.1389,3.13924,3.14074,3.145
